Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Sport Chimney","Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106516267/sport-chimney,2.7,-1,Sport,5.8,1,70,36.16986,-115.42321
"Working for Peanuts","Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106601293/working-for-peanuts,1.6,-1,Sport,5.9+,1,60,36.16986,-115.42321
"Edward Silverhands","Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107424504/edward-silverhands,1.7,-1,Sport,5.10a,1,30,36.16986,-115.42321
"Claimjumpers Special","Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106601301/claimjumpers-special,2.5,-1,Sport,5.10c,1,75,36.16986,-115.42321
Scorpions,"Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105949670/scorpions,3.0,-1,Sport,5.11a,1,50,36.16986,-115.42321
"Cirque de Soleil","Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106375211/cirque-de-soleil,3.1,-1,Sport,5.11a/b,1,105,36.16986,-115.42321
"Turtle Wax","Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105949674/turtle-wax,2.8,-1,Sport,5.11b,1,50,36.16986,-115.42321
"Mr Choad's Wild Ride","Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106375205/mr-choads-wild-ride,3.7,-1,Sport,5.11b,1,105,36.16986,-115.42321
"Peak Performance","Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106516274/peak-performance,2.7,-1,Sport,5.11d,1,45,36.16986,-115.42321
"Black Happy","Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106625464/black-happy,2.5,-1,Sport,5.11d,1,45,36.16986,-115.42321
"Golden Nugget","Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118214734/golden-nugget,1.8,-1,Sport,5.11d,1,30,36.16986,-115.42321
"Solar Flare","Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120156551/solar-flare,2.0,-1,Sport,5.11d,1,45,36.16986,-115.42321
"Sunny and Steep","Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105891002/sunny-and-steep,3.5,-1,Sport,5.11d,1,50,36.16986,-115.42321
"Steep Thrills","Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732686/steep-thrills,3.5,-1,Sport,5.12a,1,,36.16986,-115.42321
"Gimme Back My Bullets","Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105916629/gimme-back-my-bullets,3.4,-1,Sport,5.12a,1,50,36.16986,-115.42321
Blackened,"Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106625471/blackened,2.7,-1,Sport,5.12a,1,45,36.16986,-115.42321
"Dirty Little Girl","The Playground (AKA The Mall) > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915712/dirty-little-girl,2.2,-1,Sport,5.10d,1,50,36.16133,-115.41245
"Repo Man","The Playground (AKA The Mall) > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915698/repo-man,2.6,-1,Sport,5.11a,1,40,36.16133,-115.41245
"Country Bumkin","The Playground (AKA The Mall) > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915728/country-bumkin,2.0,-1,Sport,5.11a,1,30,36.16133,-115.41245
"Headmaster Ritual","The Playground (AKA The Mall) > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915733/headmaster-ritual,2.0,-1,Sport,5.11c,1,30,36.16133,-115.41245
"Messie Nessie","The Playground (AKA The Mall) > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915704/messie-nessie,2.0,-1,Sport,5.11d,1,40,36.16133,-115.41245
"Family Affairs","Family Crag > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105991229/family-affairs,2.5,-1,Sport,5.8,1,,36.16368,-115.41321
"Wayward Son","Family Crag > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105991212/wayward-son,2.7,-1,Sport,5.9,1,80,36.16368,-115.41321
"Family Circus","Family Crag > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105991222/family-circus,2.3,-1,Sport,5.9,1,80,36.16368,-115.41321
"Don't Laugh at Me Dude","Conundrum Crag > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105991775/dont-laugh-at-me-dude,1.8,-1,Sport,5.10,1,70,36.16322,-115.41317
"Drilling Miss Daisy","Conundrum Crag > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106126352/drilling-miss-daisy,3.2,-1,Sport,5.11a,1,40,36.16322,-115.41317
"Mr. Puppy lives!!","Conundrum Crag > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108751610/mr-puppy-lives,2.4,-1,Sport,5.11a,1,65,36.16322,-115.41317
"Dupa humpa","Conundrum Crag > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108773667/dupa-humpa,2.7,-1,Sport,5.11,1,40,36.16322,-115.41317
